,Founded,Company,Sector,Headquarters,Investors Name,Stage,Amount,Industry Vertical,Year,numberofinvestors
1413,01-12-2015,Patel Logistics,Consumer Services,mumbai,Frontline Strategy,privateequity,5600000,Transportation & Logistics Platform,2015,1
1414,01-12-2015,Wigzo,Consumer Services,new delhi,"Aarin Capital Partners, TV Mohandas Pai",seedfunding,500000,Enterprise Marketing Automation platform,2015,1
1415,01-12-2015,Godof Hospitals,Consumer Services,new delhi,Pankaj Gupta,seedfunding,2000000,Digital Healthcare,2015,1
1416,02-12-2015,RoomsTonite,Consumer Services,bangalore,"Lashit Sanghvi, Nikhil Vora, Venkat Vardhan,Mohammed Bin Abdul Rehman Al Khalifa,\\xc2\\xa0 Ralph Berezan, Vissal Mathew,\\xc2\\xa0 Balamurali Krishna",seedfunding,1500000,Last Minute Hotel Booking App,2015,1
1417,03-12-2015,EasyKhaana,Consumer Services,new delhi,Undisclosed investors,seedfunding,100000,Online Food ordering & Delivery platform,2015,1
1418,03-12-2015,Shuttl,Consumer Services,gurgaon,"Sequoia Capital, Times Internet Ltd & One more Fund",privateequity,20000000,App based Bus Pooling Services,2015,1
1419,04-12-2015,Applop,Consumer Services,kolkata,GHV Accelerator,seedfunding,100000,On Demand Mobile app developer,2015,1
1420,04-12-2015,CaRPM,Consumer Services,gurgaon,GHV Accelerator,seedfunding,100000,Car Maintenance & Management mobile app,2015,1
1421,04-12-2015,NDTV Wedding portal,Consumer Services,new delhi,CerraCap,privateequity,20000000,Online Wedding Marketplace,2015,1
1422,07-12-2015,Customfurnish,Consumer Services,hyderabad,Agnus Capital,privateequity,4500000,Custom Made furniture e-tailer,2015,1
1423,07-12-2015,Faasos,Consumer Services,pune,"ru-Net, Sequoia Capital,\\xc2\\xa0 Lightbox Ventures",privateequity,30000000,QSR Chain,2015,1
1424,07-12-2015,Leaf,Consumer Services,new delhi,"Ajeet Khurana Jinesh Shah, Vikram Chachra, Dr. Aniruddha Malpani",seedfunding,250000,Smart Safety Wearable Devices,2015,1
1425,07-12-2015,Coolshare,Consumer Services,mumbai,Gopal Aggarwal,seedfunding,100000,Cab Sharing service Mobile app,2015,1
1426,08-12-2015,Yumist,Consumer Services,gurgaon,"Unilazer Ventures, Orios Venture Partners, Steven Lurie",privateequity,2000000,Home Cooked Food Order & Delivery platform,2015,1
1427,09-12-2015,Jigsaw Academy,Consumer Services,bangalore,Manipal Global Education Services,privateequity,3000000,Online School for Analytics learning,2015,1
1428,09-12-2015,Voxweb,Consumer Services,mumbai,Undisclosed Investor,seedfunding,350000,Picture creation & Social mobile app,2015,1
1429,09-12-2015,Fi,Consumer Services,new delhi,"SAIF Partners, Accion",privateequity,3000000,Nonbanking finance company,2015,1
1430,10-12-2015,BlackBuck,Consumer Services,bangalore,"Tiger Global Management, Yuri Milner, Apoletto, Accel Partners, Flipkart",privateequity,25000000,Online Freight Services Aggregator,2015,1
1431,10-12-2015,HomeStudio,Consumer Services,bangalore,Bren Corporation,privateequity,5000000,Online Branded Furniture etailer,2015,1
1432,10-12-2015,PropheSee,Consumer Services,new delhi,"Indian Angel Network, Stanford Angels, Entrepreneurs India",seedfunding,500000,Digital Analytics Platform,2015,1
1433,10-12-2015,i2e1,Consumer Services,new delhi,GrowX Ventures,seedfunding,500000,Internet Network Infrastructure Services,2015,1
1434,10-12-2015,Holisol Logistics,Consumer Services,new delhi,CLSA Capital Partners ARIA IV Funds,privateequity,10000000,Supply Chain & Logistics Solutions,2015,1
1435,10-12-2015,Paynear,Consumer Services,hyderabad,Mitesh Majithia,privateequity,2500000,Mobile Point of Sale solutions,2015,1
1436,10-12-2015,Chillr,Consumer Services,mumbai,"Sequoia Capital, Blume Ventures, Uniqorn Ventures and other",privateequity,70000000,Peer-to-Peer Money Transfer & Recharge App,2015,1
1437,11-12-2015,EureQa,Consumer Services,hyderabad,"Sashi Reddi, Gabriel Investments",seedfunding,600000,Test Automation SAAS platform,2015,1
1438,11-12-2015,OnlineRTI,Consumer Services,bangalore,"LetsVenture, Mohandas Pai",seedfunding,150000,Online RTI application services,2015,1
1439,11-12-2015,Weddingz.in,Consumer Services,mumbai,"Rajan Anandan, Zoya Akhtar, Reema Kagati, Ruchi Narain, Amrish Kumar, Hrishikesh Parandekar",seedfunding,1000000,Wedding Venues & Vendors Marketplace,2015,1
1440,14-12-2015,Capricoast,Consumer Services,bangalore,"Accel Partners India, RB Investments",privateequity,3500000,Modular Furnishings Marketplace,2015,1
1441,14-12-2015,Cabsguru,Consumer Services,new delhi,Prashanth Ranganathan,seedfunding,200000,Cab search Comparison & Booking platform,2015,1
1442,14-12-2015,Whoop,Consumer Services,boston,Infosys,privateequity,3000000,Performance Optimization Platform for athletes,2015,1
1443,15-12-2015,Streamoid,Consumer Services,bangalore,Undisclosed,seedfunding,1000000,visual search and discovery platform,2015,1
1444,16-12-2015,Housejoy,Consumer Services,bangalore,"Amazon, Vertex Ventures, Qualcomm, Ru-Net Technology Partners, Matrix Partners",privateequity,22500000,Home services marketplace,2015,1
1445,16-12-2015,Bluebirch,Consumer Services,bangalore,"Chicago Capital Ventures, Sanjay Mehta, Others",seedfunding,2000000,End to End reverse logistics Solution platform,2015,1
1446,16-12-2015,MeraDoctor,Consumer Services,mumbai,Unilazer,privateequity,1200000,Virtual Health consultation app,2015,1
1447,17-12-2015,Rivigo,Consumer Services,gurgaon,SAIF Partners and others,privateequity,30000000,Logistics Services Provider,2015,1
1448,17-12-2015,Springboard,Consumer Services,bangalore,"Allen Blue, John Katzman, Naveen Tewari, Kartik Hosanagar, Kashyap Deorah, 500 Startups, Blue Fog Capital",seedfunding,1700000,Data Science & UX design Learning platform,2015,1
1449,18-12-2015,Ampere Vehicles,Consumer Services,coimbatore,Kris Gopalakrishnan & Others,seedfunding,1200000,Electric Bike Manufacturers,2015,1
1450,18-12-2015,CBREX,Consumer Services,mumbai,"Prahlad Rao, Sundara Rajan, Vikram Chachra",seedfunding,200000,International Hiring Platform,2015,1
1451,21-12-2015,TruckMandi,Consumer Services,new delhi,"Ritesh Dwivedy, Ramakant Sharma, Mount Nathan Advisors",privateequity,2000000,Logistics Service Provider Marketplace,2015,1
1452,21-12-2015,Peppertap,Consumer Services,gurgaon,Innoven Capital,privateequity,4000000,Hyperlocal\\xc2\\xa0 Grocery Delivery Service,2015,1
1453,21-12-2015,KOOH Sports,Consumer Services,mumbai,"TCS, HDFC, Faering Capital, Elevate Sports",privateequity,2000000,Sports Education Platform,2015,1
1454,22-12-2015,LatestOne,Consumer Services,hyderabad,Palred Technologies Ltd,privateequity,3000000,Mobile accessories online store,2015,1
1455,22-12-2015,Arya.ai,Consumer Services,mumbai,"YourNest Angel Fund, Venture Nursery",privateequity,750000,Artificial Intelligence platform,2015,1
1456,22-12-2015,Doctor Insta,Consumer Services,gurgaon,"Rishi Parti, BrahmaX Ventures",privateequity,500000,Medical Consultation & Doctor appointment booking platform,2015,1
1457,22-12-2015,Fi,Consumer Services,goa,Medi Assist,privateequity,1000000,Mobile Fitness App,2015,1
1458,23-12-2015,Mech Mocha,Consumer Services,bangalore,"Blume Ventures, Flipkart",seedfunding,1000000,Mobile Game development & Design platform,2015,1
1459,23-12-2015,Shotang.com,Consumer Services,bangalore,"Exfinity Venture Partners, Unitus Impact Livelihoods Fund",privateequity,5000000,B2B eCommerce Marketplace,2015,1
1460,24-12-2015,Black White Orange,Consumer Services,mumbai,Collaborative Licensing Ventures LLP,seedfunding,303000,B2B Merchandize platform,2015,1
1461,24-12-2015,Canvera,Consumer Services,bangalore,Info Edge (India) Ltd,privateequity,2200000,Photographer Online search & booking platform,2015,1
1462,28-12-2015,Town Essentials,Consumer Services,bangalore,"Sharad Hegde, Girish Reddy, Siddharth Patil, Shrikant Patil",seedfunding,1000000,Grocery Delivery platform,2015,1
1463,28-12-2015,Bumper,Consumer Services,bangalore,SAIF Partners,seedfunding,500000,Mobile Car Servicing appointment app,2015,1
1464,29-12-2015,Hotify,Consumer Services,bangalore,Mahavir Pratap Sharma,seedfunding,150000,New Curation Mobile App,2015,1
1465,29-12-2015,MobiKwik,Consumer Services,gurgaon,"Sequoia Capital, Tree Line Asia, Innoven Capital",privateequity,6600000,Mobile Wallet,2015,1
1466,02-11-2015,Twigly,Consumer Services,gurgaon,"Amit Gupta, Sahil Barua, Mukul Singhal, Tracxn Labs",seedfunding,200000,Online Food Ordering & Delivery platform,2015,1
1467,02-11-2015,CityFlo,Consumer Services,mumbai,IDG Ventures,seedfunding,750000,Bus Aggregation and rental mobile app,2015,1
1468,03-11-2015,Pokkt,Consumer Services,mumbai,"Segnel Venture, Shinji Kimura, Sundar Chanrai, JAFCO Asia, SingTel\\xe2\\x80\\x99s Innov8, Jungle Ventures, K Ganesh",privateequity,5000000,Alternate Mobile Monetization platform,2015,1
1469,03-11-2015,oibanit,Consumer Services,vadodara,"Varun Ahuja, Anubhav Verma",seedfunding,150000,Online Food Ordering Marketplace,2015,1
1470,03-11-2015,Stuffed,Consumer Services,mumbai,Riqueza Capital,seedfunding,385000,Quick Service Restaurant & Online Delivery,2015,1
1471,03-11-2015,LoanBaba,Consumer Services,mumbai,None,seedfunding,320000,Online Loans Marketplace,2015,1
1472,03-11-2015,Deyor Rooms,Consumer Services,new delhi,Dheeraj Jain & Others,seedfunding,500000,Budget Hotels Aggregator,2015,1
1473,03-11-2015,Bidgely,Consumer Services,usa,"Constellation Technology Ventures (Exelon Corporation), E.ON, RWE, Khosla Ventures",privateequity,16600000,Efficient Energy Management platform,2015,1
1474,04-11-2015,Shirsa Labs,Consumer Services,mumbai,ah! Ventures,seedfunding,250000,Digital Intelligent learning platform,2015,1
1475,04-11-2015,YourDOST,Consumer Services,gwalior,"Phanindra Sama, Aprameya Radhakrishna, Aneesh Reddy, Neeraj Jawalkar, Sanjay Anandaram, Pavan Ongole, Venk Krishnan",seedfunding,400000,Online Counselling and psychological support platform,2015,1
1476,05-11-2015,BookMyBai,Consumer Services,mumbai,Vineel Nalla & Others,seedfunding,150000,Domestic Help Aggregation platform,2015,1
1477,05-11-2015,MyIndianStay,Consumer Services,goa,Undisclosed investors,seedfunding,200000,Home Stay & room rentals platform,2015,1
1478,06-11-2015,Satvacart,Consumer Services,gurgaon,Undisclosed HNIs,privateequity,1800000,Online Grocery platform,2015,1
1479,06-11-2015,POPxo,Consumer Services,new delhi,"IDG Ventures India, Kalaari Capital, 500 Startups",privateequity,2000000,Online content platform for women,2015,1
1480,06-11-2015,SparesHub,Consumer Services,pune,"Hyderabad Angels, M&S Partners",seedfunding,460000,Online Vehicle Spare Parts etailer,2015,1
1481,06-11-2015,Explara,Consumer Services,pune,"Hyderabad Angels, Singapore Angel Network, Ness Wadia",privateequity,490000,Event Ticketing platform,2015,1
1482,06-11-2015,Yuvi Hospitality,Consumer Services,gurgaon,Chandralekha Construction Pvt. Ltd.,privateequity,15000000,Premium dining Lounges & restaurants,2015,1
1483,09-11-2015,AppVirality,Consumer Services,hyderabad,"Rajan Anandan, Mike Galgon, Ravi Gururaj, Ashim Mehra,\\xc2\\xa0 Mohit Saxena, Internet Group, TNN Capital and others",seedfunding,500000,Mobile Growth Hacking\\nPlatform,2015,1
1484,09-11-2015,iStar Skill Development,Consumer Services,bangalore,"Michael & Susan Dell Foundation, Unitus Seed Fund",privateequity,1500000,Skill Training Startup,2015,1
1485,09-11-2015,BigStylist,Consumer Services,mumbai,Info Edge,privateequity,1000000,Beauty and Wellness Marketplace,2015,1
1486,09-11-2015,Zilingo,Consumer Services,bangalore,"Sequoia India, BEENEXT Ventures, Kunal Shah & Sandeep Tandon",privateequity,1900000,Marketplace App for Bangkok,2015,1
1487,09-11-2015,Didi,Consumer Services,mumbai,"Jozef Bardik, Leo Wang Sangeeth Ram",seedfunding,150000,On-demand Maids Service Provider,2015,1
1488,09-11-2015,Skoov.com,Consumer Services,mumbai,undisclosed investor,seedfunding,150000,eCommerce Product Search Engine,2015,1
1489,10-11-2015,Chefs Basket,Consumer Services,mumbai,"SAIF Partners, Haresh Chawla",privateequity,6000000,Ready to cook packaged Foods,2015,1
1490,11-11-2015,Delight Foods,Consumer Services,bangalore,"Lensbridge Capital, Mape Advisory Group, Fireside Ventures",privateequity,600000,Branded Food products online sales,2015,1
1491,11-11-2015,RenewBuy,Consumer Services,gurgaon,Mount Nathan Advisors Pte Ltd,seedfunding,500000,Auto Insurance Online platform,2015,1
1492,12-11-2015,Hitwicket,Consumer Services,hyderabad,Chennai Angels,seedfunding,250000,Cricket Management Mobile Game,2015,1
1493,16-11-2015,Cashkaro.com,Consumer Services,gurgaon,Kalaari Capital,privateequity,3700000,Ecommerce Discount & Cashback coupons platform,2015,1
1494,16-11-2015,Absentia,Consumer Services,bangalore,"Astarc Ventures, 50K Ventures & others",seedfunding,180000,Virtual Reality Headset creator,2015,1
1495,16-11-2015,TaskBucks,Consumer Services,new delhi,Times Internet,privateequity,15000000,mobile-only tasks marketplace,2015,1
1496,17-11-2015,CraftsVilla,Consumer Services,mumbai,"Sequoia India, Lightspeed Venture Partners, Nexus Venture Partners, Global Founders Capital, Apoletto",privateequity,34000000,Women Ethnic Wear\\xc2\\xa0 Online Marketplace,2015,1
1497,17-11-2015,Julia Computing,Consumer Services,bangalore,Gordon and Betty Moore Foundation,seedfunding,600000,Numerical Computing & Data Science Platform,2015,1
1498,17-11-2015,StyleTag,Consumer Services,bangalore,Jitu Virwani,seedfunding,7500000,Designer fashion Jewellery Marketplace,2015,1
1499,17-11-2015,Smytten,Consumer Services,gurgaon,"Rimpal Chawla, Anuj Srivastava",seedfunding,200000,Online Products Discovery Platform,2015,1
1500,17-11-2015,BiBox,Consumer Services,bangalore,Ravi Krishnamurthy,seedfunding,530000,Kids Tool kit for Innovation platform,2015,1
1501,17-11-2015,Convegenius,Consumer Services,noida,Enablers platform,seedfunding,300000,Mobile Learning Solutions,2015,1
1502,18-11-2015,Ola,Consumer Services,bangalore,"Baillie Gifford, Falcon Edge Capital, Tiger Global, SoftBank Group, DST Global, Didi Kuaidi",privateequity,500000000,Car Aggregator & Retail Mobile App,2015,1
1503,18-11-2015,Goodbox,Consumer Services,bangalore,Nexus Venture Partners,privateequity,2500000,conversational commerce mobile app,2015,1
1504,18-11-2015,Whoop,Consumer Services,new delhi,Kalaari Capital,privateequity,4000000,Viral Content web Platform,2015,1
1505,19-11-2015,UrbanClap,Consumer Services,gurgaon,"Bessemer Venture Partner, Accel, SAIF Partners",privateequity,25000000,Mobile Services Marketplace,2015,1
1506,19-11-2015,SenseGiz,Consumer Services,belgaum,Karnataka Semiconductor Venture Capital firm,seedfunding,500000,Smartwatch Maker,2015,1
1507,19-11-2015,Fourseven,Consumer Services,new delhi,Indian Angel Network,seedfunding,455000,Online Jewellery etailer,2015,1
1508,20-11-2015,MindTickle,Consumer Services,pune,New Enterprise Associates,privateequity,12500000,Sales & Productivity Software,2015,1
1509,20-11-2015,Medinfi,Consumer Services,bangalore,"Ram Kumar Kakani, Pradeep K Jaisingh, Sunil T V, Vijay Ghadge, Hemant Kaul, Gurmeet Chahal & Others",seedfunding,305000,Health-Tech platform,2015,1
1510,20-11-2015,OUWT,Consumer Services,mumbai,Undisclosed investors,seedfunding,150000,Nightlife Discovery Mobile App,2015,1
1511,20-11-2015,HeyPillow,Consumer Services,bangalore,Hampton Capital,privateequity,3000000,Online Real Estate Marketplace,2015,1
1512,21-11-2015,Caravan Craft,Consumer Services,bangalore,"Unitus Seed Fund, Bijou Kurien, Narayan Ramachandran",privateequity,1200000,Indian Ethnic Crafts Etailer,2015,1
1513,21-11-2015,Talkoot,Consumer Services,bangalore,Undisclosed investors,seedfunding,100000,Social platform for traders and investors,2015,1
1514,23-11-2015,RentoMojo,Consumer Services,bangalore,"IDG Ventures India,\\xc2\\xa0 Accel Partners India",privateequity,2000000,"Online Furniture, Home Appliances Rental Platform",2015,1
1515,23-11-2015,Medikoe,Consumer Services,bangalore,Anil Menon,seedfunding,100000,Healthcare Services Discovery platform,2015,1
1516,24-11-2015,Stylofie,Consumer Services,gurgaon,Swastika,seedfunding,250000,Health and Beauty Services Marketplace,2015,1
1517,24-11-2015,Naaptol,Consumer Services,mumbai,"Mitsui & Co., New Enterprise Associates, Canaan Partners, Silicon Valley Bank",privateequity,52000000,Online and TV Shopping Marketplace,2015,1
1518,25-11-2015,EarlySalary,Consumer Services,mumbai,Ashok Agarwal,seedfunding,1500000,Mobile App based Loan disbursement platform,2015,1
1519,25-11-2015,Tooler,Consumer Services,new delhi,"Raghu Khanna, Sameer Gupta",seedfunding,110000,On Demand Laundry Services App,2015,1
1520,25-11-2015,S Chand,Consumer Services,new delhi,IFC Everstone Group,privateequity,27000000,Education Content Provider,2015,1
1521,26-11-2015,GoQii,Consumer Services,mumbai,"New Enterprise Associates, Cheetah Mobile",privateequity,13400000,Fitness Tracking Management Solutions,2015,1
1522,26-11-2015,Grofers,Consumer Services,gurgaon,"Softbank, Tiger Global, Sequoia Capital, Apoletto Managers",privateequity,120000000,Hyper-local Grocery Delivery platform,2015,1
1523,26-11-2015,Pluss,Consumer Services,gurgaon,"IDG Ventures, M & S partners, Powerhouse Ventures (USA).",privateequity,1000000,Hyperlocal healthcare product Delivery Service provider,2015,1
1524,27-11-2015,JustRide,Consumer Services,mumbai,None,privateequity,2000000,Self Driven Rental Car Platform,2015,1
1525,30-11-2015,Baxi,Consumer Services,gurgaon,"Manish Kheterpal, Alok Mittal,\\xc2\\xa0 Puneet Dalmia,",seedfunding,1450000,Two-Wheeler Taxi Service,2015,1
1526,30-11-2015,Superhero Brands,Consumer Services,mumbai,DSG Consumer Partners,seedfunding,540000,character merchandize sales platform,2015,1
1527,30-11-2015,QikPod,Consumer Services,bangalore,"Flipkart, Accel Partners, Delhivery, Foxconn",privateequity,9000000,Ecommerce Delivery locker services,2015,1
1528,01-10-2015,Muvizz,Consumer Services,singapore,"Ashish Todi, Abhinav Patodia, Kumar Shwetabh",seedfunding,350000,Movie-on-demand platform,2015,1
